IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1990,false,,,,,,,,,,,,,620.2,,,483.4,,802.1,620 [483 – 802],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1990,false,,,,,,,,,,,,,6237,,,4861,,8066,6237 [4861-8066],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1989,false,,,,,,,,,,,,,544.3,,,420.5,,715,544 [421 – 715],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1989,false,,,,,,,,,,,,,5404,,,4175,,7099,5404 [4175-7099],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1988,false,,,,,,,,,,,,,567.8,,,432.6,,757.4,568 [433 – 757],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1988,false,,,,,,,,,,,,,5529,,,4213,,7376,5529 [4213-7376],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1987,false,,,,,,,,,,,,,586.9,,,439.4,,795.9,587 [439 – 796],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1987,false,,,,,,,,,,,,,5602,,,4193,,7596,5602 [4193-7596],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1986,false,,,,,,,,,,,,,613.8,,,450.2,,846.4,614 [450 – 846],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1986,false,,,,,,,,,,,,,5698,,,4179,,7858,5698 [4179-7858],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1985,false,,,,,,,,,,,,,636.2,,,461.8,,892.4,636 [462 – 892],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1985,false,,,,,,,,,,,,,5725,,,4155,,8029,5725 [4155-8029],,,EN,2025-04-09T21:00:00.000Z
